"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y","cluster_kmedoids"
"17045",1,1,6,5,6,3,1,3,1,3,1,"5","2"
"17047",2,1,8,4,6,3,1,3,1,1,1,"4","2"
"17049",3,1,3,5,6,3,1,2,1,3,1,"4","3"
"17050",3,1,2,4,2,3,1,1,1,1,1,"4","5"
"17051",1,1,5,5,8,3,1,1,1,3,2,"5","3"
"17052",2,1,5,4,6,3,1,3,1,3,1,"4","2"
"17053",1,1,2,5,6,3,2,1,1,1,2,"5","4"
"17054",1,1,2,4,6,3,2,1,1,1,1,"5","4"
"17055",1,1,2,4,6,3,2,1,1,3,1,"5","3"
"17056",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17057",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17058",1,1,3,5,6,8,2,2,1,3,1,"5","3"
"17059",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17062",1,1,3,4,6,3,1,2,1,3,1,"5","3"
"17063",2,1,6,4,6,3,1,3,1,3,1,"4","2"
"17065",1,2,5,4,6,3,1,3,3,3,1,"4","2"
"17066",1,1,2,5,6,3,2,1,1,1,1,"5","4"
"17067",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17068",1,2,5,5,6,8,1,3,3,1,1,"4","1"
"17069",1,1,5,4,6,3,1,3,1,1,1,"5","2"
"17070",1,1,5,5,6,3,1,3,1,3,1,"4","2"
"17071",2,1,5,4,6,3,2,3,1,1,1,"4","2"
"17072",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17073",1,1,3,5,6,3,1,2,1,3,1,"5","3"
"17074",1,3,3,5,8,3,2,3,3,3,2,"3","2"
"17076",1,1,5,5,6,3,2,3,1,3,1,"5","2"
"17078",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17079",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17080",1,1,2,5,6,5,2,1,1,3,2,"4","3"
"17081",3,1,2,5,6,3,1,1,1,1,1,"3","4"
"17082",2,1,2,4,6,8,1,1,1,3,1,"4","3"
"17084",1,1,2,4,6,3,2,1,1,3,2,"5","3"
"17085",2,1,2,5,5,3,1,1,1,3,1,"4","3"
"17086",1,1,6,4,6,3,1,3,1,1,1,"5","2"
"17088",3,1,2,4,2,3,1,1,1,1,1,"4","5"
"17089",1,1,2,5,6,3,1,1,1,3,2,"5","3"
"17090",1,1,3,5,6,5,2,2,1,3,2,"5","3"
"17092",1,1,5,5,6,5,2,3,1,3,2,"5","2"
"17095",1,1,2,5,5,5,2,1,1,3,2,"5","3"
"17098",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17100",1,2,5,5,6,8,1,3,3,1,1,"5","1"
"17101",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17102",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"17103",2,2,6,6,6,5,2,3,1,3,2,"1","2"
"17108",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17109",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17111",1,2,2,4,6,3,2,2,3,3,1,"4","3"
"17112",1,1,2,5,9,3,2,1,1,3,1,"4","3"
"17113",3,1,2,5,6,3,2,1,1,3,1,"2","3"
"17117",1,1,2,5,6,9,2,1,1,3,2,"5","3"
"17118",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17119",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17120",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17124",1,1,2,5,6,9,2,1,1,3,2,"5","3"
"17125",1,1,3,5,6,3,2,2,1,3,1,"4","3"
"17126",1,1,2,5,6,3,2,2,1,1,2,"5","4"
"17127",1,1,2,5,6,5,2,1,1,1,2,"5","4"
"17128",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17129",1,1,2,4,6,3,1,1,1,3,2,"4","3"
"17130",1,1,7,5,6,3,1,3,1,1,2,"5","2"
"17131",2,1,6,5,2,8,2,3,1,1,1,"3","1"
"17132",1,1,5,4,6,5,2,3,1,1,1,"4","2"
"17133",1,1,1,3,6,3,1,1,1,3,1,"5","3"
"17134",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17135",1,1,2,5,8,3,2,1,1,3,1,"4","3"
"17136",2,1,6,5,2,3,1,3,1,3,1,"3","2"
"17137",1,1,2,5,6,8,1,1,1,3,1,"4","3"
"17138",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17139",2,1,5,5,6,5,1,1,1,3,1,"5","3"
"17140",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"17141",1,1,3,4,6,3,2,2,1,3,2,"5","3"
"17142",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17143",2,1,2,4,6,5,1,1,1,3,1,"4","3"
"17144",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17145",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17147",1,1,2,5,6,3,2,1,1,3,2,"4","3"
"17148",1,1,5,5,5,3,2,3,1,3,1,"5","2"
"17149",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17150",1,2,6,5,6,8,2,3,1,3,1,"5","1"
"17151",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17152",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"17153",1,1,5,5,6,3,2,3,1,3,1,"4","2"
"17154",2,2,5,5,6,8,1,3,1,3,1,"2","1"
"17155",3,1,6,4,6,8,1,3,1,3,2,"2","1"
"17156",2,1,2,5,6,8,2,1,4,4,1,"2","3"
"17157",1,1,2,5,6,8,2,1,1,3,2,"5","3"
"17158",2,2,6,4,6,8,2,3,1,3,1,"2","1"
"17159",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17160",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17162",1,1,5,5,6,3,1,3,1,3,2,"5","2"
"17163",1,1,5,3,6,3,1,3,1,1,1,"5","2"
"17164",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17165",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"17167",2,1,2,5,6,3,2,1,1,3,1,"4","3"
"17168",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17171",2,1,2,3,6,3,2,1,1,3,1,"4","3"
"17173",3,1,2,5,6,3,1,1,2,3,2,"1","3"
"17175",1,1,2,5,8,5,2,1,1,3,2,"5","3"
"17177",1,1,2,5,6,3,1,2,1,3,1,"5","3"
"17179",1,1,6,5,6,5,2,3,1,3,2,"5","2"
"17180",1,1,3,4,6,3,1,2,1,3,1,"5","3"
"17181",3,2,2,5,6,3,1,1,1,1,2,"2","4"
"17182",2,1,2,4,2,3,1,1,1,3,1,"4","5"
"17183",1,1,2,5,6,9,2,1,1,3,2,"5","3"
"17184",1,2,2,5,6,5,2,1,1,3,2,"2","3"
"17185",1,1,6,5,6,3,1,3,1,3,1,"5","2"
"17186",1,1,3,5,6,3,1,2,1,1,2,"5","4"
"17187",3,1,2,5,6,3,1,1,1,3,1,"2","3"
"17188",1,1,5,6,6,3,2,1,1,1,2,"5","2"
"17189",2,1,2,5,8,3,1,1,1,3,1,"4","3"
"17190",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17191",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17192",2,2,2,5,8,3,2,1,1,3,1,"2","3"
"17193",1,2,2,5,6,3,2,1,1,3,1,"4","3"
"17194",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"17195",2,1,5,5,6,3,1,3,1,1,1,"4","2"
"17196",1,1,5,5,6,8,2,3,1,3,1,"5","1"
"17197",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17198",1,1,5,5,6,5,2,3,1,3,2,"5","2"
"17199",3,2,2,4,9,1,2,1,3,7,1,"1","3"
"17200",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"17201",2,1,5,4,9,8,1,3,1,3,2,"2","1"
"17202",1,1,2,4,6,3,2,1,1,3,1,"5","3"
"17203",1,1,2,6,6,9,2,1,1,4,2,"5","3"
"17204",2,1,5,5,6,3,2,3,1,3,1,"3","2"
"17205",1,1,3,4,6,3,1,2,1,1,1,"5","4"
"17206",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17207",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17210",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"17211",3,1,2,3,6,3,1,1,1,3,1,"4","3"
"17212",2,1,2,5,6,3,2,1,1,3,2,"2","3"
"17213",2,1,2,4,6,3,1,1,1,1,1,"5","4"
"17215",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17216",3,1,2,5,6,8,1,1,1,1,1,"3","4"
"17217",1,1,6,5,6,5,2,3,1,3,2,"5","2"
"17218",1,1,5,5,6,3,2,3,1,3,2,"4","2"
"17219",3,1,3,5,6,8,1,2,1,3,1,"4","3"
"17220",1,1,6,4,6,3,1,3,1,3,2,"5","2"
"17222",2,4,2,5,9,5,2,1,4,3,1,"1","3"
"17224",1,1,3,5,6,3,1,2,1,3,2,"5","3"
"17225",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"17226",1,1,2,4,6,3,2,1,1,3,1,"5","3"
"17227",2,1,3,4,6,5,1,2,1,1,1,"5","4"
"17228",2,1,6,5,6,3,1,3,1,3,1,"3","2"
"17229",1,2,6,5,6,3,2,3,1,3,2,"3","2"
"17230",2,1,6,5,2,8,1,3,1,1,1,"5","1"
"17231",1,1,6,5,6,3,2,3,1,3,1,"5","2"
"17232",1,2,6,6,6,8,2,3,1,3,2,"5","1"
"17236",1,1,2,5,8,3,2,1,1,3,2,"5","3"
"17237",1,1,2,5,5,3,1,1,1,3,1,"5","3"
"17238",2,1,2,3,6,3,1,1,1,3,1,"5","3"
"17239",1,2,2,5,6,3,2,1,1,3,2,"2","3"
"17240",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17241",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17242",1,1,2,5,6,9,2,1,1,3,1,"4","3"
"17244",2,1,2,4,6,3,2,1,1,3,1,"4","3"
"17245",1,1,2,5,6,3,2,1,1,3,1,"4","3"
"17246",1,1,2,5,6,3,2,1,1,3,1,"4","3"
"17249",2,1,1,3,6,3,1,1,1,3,1,"5","3"
"17250",1,2,2,5,8,3,2,1,1,3,2,"2","3"
"17251",1,1,2,4,6,5,1,1,1,3,1,"5","3"
"17252",1,1,5,5,8,3,1,3,1,3,1,"5","2"
"17253",1,1,6,5,6,5,1,3,1,2,2,"5","2"
"17254",1,1,6,4,6,5,1,3,1,1,2,"5","2"
"17255",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"17256",2,1,2,5,6,3,2,1,1,3,1,"4","3"
"17258",1,1,5,4,6,3,1,3,1,1,2,"4","2"
"17259",1,1,5,5,8,3,1,3,1,3,1,"5","2"
"17260",2,1,2,4,2,3,2,1,1,1,1,"4","5"
"17264",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17266",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17267",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17269",1,1,5,3,6,1,1,1,1,3,1,"5","3"
"17270",1,1,3,5,6,3,2,2,1,3,2,"5","3"
"17272",1,1,6,4,6,3,1,3,1,1,1,"5","2"
"17273",2,2,2,4,6,3,2,1,1,3,1,"4","3"
"17274",2,1,2,4,2,3,2,1,1,1,1,"4","5"
"17275",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17276",1,1,2,5,6,5,2,1,1,3,1,"5","3"
"17277",1,1,5,5,6,3,2,3,1,3,2,"5","2"
"17278",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17279",2,1,2,4,6,3,2,1,1,1,2,"3","4"
"17280",2,1,6,5,6,3,1,3,1,1,2,"3","2"
"17281",2,1,2,5,6,3,1,2,1,3,1,"5","3"
"17282",1,2,6,5,6,3,2,3,1,3,2,"5","2"
"17285",1,1,2,4,6,3,2,1,1,1,1,"5","4"
"17286",2,1,2,4,2,3,1,1,1,3,2,"4","5"
"17288",3,1,3,5,6,8,2,2,1,3,2,"4","1"
"17290",1,2,5,4,6,1,2,3,3,1,1,"4","2"
"17292",2,1,1,5,6,3,2,1,1,1,1,"5","4"
"17293",1,1,6,5,6,3,1,3,1,3,1,"5","2"
"17294",1,1,5,5,5,3,2,3,1,3,1,"5","2"
"17295",1,1,2,5,5,3,1,1,1,3,1,"5","3"
"17296",1,1,3,5,6,3,1,2,1,3,2,"5","3"
"17297",1,2,2,4,6,3,2,1,1,3,1,"4","3"
"17298",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"17299",1,1,5,5,6,3,1,1,1,3,2,"5","3"
"17300",1,2,2,5,8,3,2,1,1,3,1,"4","3"
"17302",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17303",3,1,2,5,6,2,1,1,1,1,1,"3","4"
"17304",1,1,5,5,6,5,2,3,2,3,1,"5","2"
"17305",1,1,7,5,6,8,1,3,1,3,1,"4","1"
"17306",2,3,2,4,2,3,1,1,1,1,1,"4","5"
"17307",1,1,3,5,6,8,2,2,1,3,2,"4","1"
"17308",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17310",2,1,2,4,6,3,1,1,1,3,1,"4","3"
"17311",1,1,6,4,6,8,1,3,1,3,1,"5","1"
"17312",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17313",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17314",2,1,2,5,6,3,1,1,1,1,1,"3","4"
"17315",3,1,2,5,2,3,1,1,1,1,1,"4","5"
"17316",1,1,2,5,6,3,2,1,3,3,1,"5","3"
"17317",1,2,2,3,6,5,2,2,3,1,1,"5","4"
"17318",2,2,2,4,6,3,1,2,3,3,1,"4","3"
"17319",2,1,2,4,6,3,1,1,1,1,1,"5","4"
"17320",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17321",1,1,2,5,8,3,1,1,1,3,1,"5","3"
"17322",1,1,2,5,6,9,2,1,1,3,2,"5","3"
"17323",1,1,6,5,6,3,2,3,1,3,1,"5","2"
"17324",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17326",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"17327",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17328",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17329",1,1,5,5,6,5,2,3,1,3,2,"5","2"
"17330",1,1,3,5,6,3,2,2,1,3,2,"5","3"
"17332",2,1,6,5,6,3,1,3,1,1,2,"3","2"
"17333",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"17334",1,1,2,5,5,3,1,1,1,3,1,"5","3"
"17335",1,1,2,4,6,3,1,1,1,3,2,"5","3"
"17336",1,2,2,5,6,5,2,1,1,3,2,"4","3"
"17337",1,1,3,4,6,3,1,2,1,3,1,"5","3"
"17339",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17340",1,1,2,5,9,8,2,1,1,1,2,"3","4"
"17341",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17342",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17343",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17344",1,1,6,5,6,5,2,3,1,3,2,"3","2"
"17345",1,1,2,5,6,3,1,1,3,3,1,"5","3"
"17346",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17347",2,1,2,5,6,3,2,1,1,1,2,"2","4"
"17348",2,1,3,5,6,3,2,2,1,3,2,"2","3"
"17349",1,1,2,4,6,3,2,1,1,3,2,"5","3"
"17350",1,1,6,5,6,3,2,3,1,3,1,"4","2"
"17351",2,1,8,4,6,3,1,3,1,3,1,"4","2"
"17352",1,1,6,4,6,5,1,3,1,1,1,"5","2"
"17353",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17354",2,2,6,5,6,5,2,3,1,3,2,"1","2"
"17355",2,1,2,5,6,3,1,1,1,3,1,"5","3"
"17357",2,1,5,5,6,8,1,3,1,3,1,"5","1"
"17358",2,1,3,5,6,3,1,2,1,3,1,"4","3"
"17360",1,1,2,5,5,5,2,1,1,3,2,"5","3"
"17361",1,1,2,5,6,5,2,1,1,3,2,"5","3"
"17362",1,1,2,3,6,3,1,1,1,3,1,"5","3"
"17363",1,1,3,4,6,5,2,2,1,3,1,"5","3"
"17364",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17365",1,2,2,5,6,5,2,1,1,3,1,"4","3"
"17368",2,1,5,5,6,8,1,3,1,3,1,"3","1"
"17369",1,1,2,3,6,3,2,2,1,3,2,"5","3"
"17370",1,1,2,5,6,3,2,1,1,3,2,"4","3"
"17371",1,1,2,5,6,3,2,1,2,3,1,"4","3"
"17374",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17375",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"17376",1,1,2,4,6,5,1,1,1,3,2,"5","3"
"17378",1,1,6,5,6,3,2,3,1,3,2,"5","2"
"17379",1,1,5,5,6,3,2,3,1,3,1,"5","2"
"17380",1,1,5,4,6,5,2,3,1,3,2,"5","2"
"17381",1,2,2,6,9,3,2,1,1,3,1,"4","3"
"17382",1,1,2,4,6,3,2,1,1,3,1,"5","3"
"17383",1,1,5,5,6,3,2,3,1,3,1,"4","2"
"17384",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17385",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17386",1,1,6,5,6,5,2,3,1,3,1,"4","2"
"17387",1,3,5,5,6,5,1,3,1,1,1,"4","2"
"17391",1,2,2,5,6,5,2,1,1,3,2,"2","3"
"17392",1,1,2,5,6,3,1,1,1,3,2,"5","3"
"17393",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17395",1,1,1,4,6,3,1,1,1,3,1,"5","3"
"17398",1,1,6,4,6,3,1,3,1,1,1,"5","2"
"17399",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17400",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17402",2,1,2,4,2,3,1,1,1,1,1,"4","5"
"17405",1,1,2,5,6,3,1,1,1,3,1,"4","3"
"17407",2,1,2,4,6,3,1,1,1,3,1,"4","3"
"17409",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17410",1,1,6,4,5,3,1,3,1,3,1,"4","2"
"17412",1,1,6,5,6,3,1,3,1,3,1,"5","2"
"17413",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"17414",1,1,5,6,6,3,2,3,1,3,1,"5","2"
"17415",1,1,2,5,6,5,2,1,1,1,2,"5","4"
"17416",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"17418",1,1,6,5,6,3,1,3,1,3,1,"4","2"
"17419",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17420",3,2,2,5,6,3,1,1,1,3,1,"1","3"
"17422",2,2,2,5,6,3,2,1,1,3,1,"2","3"
"17424",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17425",2,1,8,4,6,8,1,3,1,1,1,"3","1"
"17426",1,1,2,4,9,3,2,1,1,3,2,"4","3"
"17428",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17430",1,1,2,4,6,3,2,1,1,1,2,"5","4"
"17431",2,1,6,5,6,3,1,3,1,1,1,"4","2"
"17432",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17433",1,1,3,4,6,8,1,3,1,3,2,"5","1"
"17434",1,1,3,4,6,5,1,2,1,1,1,"5","4"
"17435",1,1,2,5,5,3,2,1,1,3,1,"5","3"
"17436",1,1,6,4,6,3,1,3,1,3,2,"5","2"
"17438",2,1,6,5,6,3,1,3,1,1,2,"3","2"
"17441",1,1,2,4,2,3,2,1,1,1,2,"4","5"
"17442",1,1,2,4,6,3,1,1,1,1,2,"5","4"
"17443",1,1,3,4,5,3,1,3,1,3,2,"5","3"
"17444",1,1,2,4,6,3,2,1,1,3,2,"5","3"
"17446",1,1,2,4,6,5,1,1,1,1,1,"5","4"
"17447",1,1,5,5,6,2,2,3,1,3,1,"4","2"
"17449",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17450",1,1,5,5,6,8,1,3,1,3,1,"5","1"
"17451",1,1,6,5,6,3,1,3,1,3,1,"5","2"
"17452",1,2,2,5,6,8,1,1,1,3,1,"5","3"
"17453",1,1,5,5,6,3,1,3,1,3,2,"3","2"
"17455",2,1,2,5,6,3,1,2,1,3,1,"5","3"
"17457",1,1,6,4,5,3,1,1,1,3,2,"5","2"
"17458",1,1,6,4,6,5,1,3,1,3,1,"5","2"
"17459",1,1,7,4,2,8,1,3,1,1,2,"5","1"
"17461",2,1,2,4,6,3,1,1,1,1,1,"5","4"
"17462",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17464",1,1,3,4,6,3,1,2,1,1,1,"5","4"
"17465",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17466",1,1,6,5,6,3,2,3,1,3,2,"4","2"
"17467",1,1,5,5,6,8,1,3,1,3,1,"5","1"
"17468",1,1,2,5,6,3,1,1,3,3,1,"5","3"
"17469",1,1,3,5,6,3,1,2,1,3,1,"4","3"
"17470",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17472",1,1,2,5,6,5,2,1,1,3,1,"5","3"
"17473",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17474",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17475",1,1,2,5,6,5,1,1,1,3,2,"5","3"
"17477",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17478",1,1,6,5,6,3,1,3,1,1,1,"5","2"
"17479",3,1,2,5,6,3,1,1,1,1,1,"3","4"
"17482",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17483",2,1,2,4,6,3,1,1,1,1,1,"5","4"
"17484",1,1,6,5,6,5,2,3,1,3,1,"5","2"
"17485",1,1,6,5,6,3,1,3,1,1,2,"4","2"
"17487",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17488",1,1,2,4,6,3,2,1,1,3,1,"5","3"
"17492",2,1,6,4,6,3,1,3,1,1,1,"3","2"
"17493",1,1,2,5,6,3,1,1,1,1,1,"5","4"
"17496",3,1,2,5,6,3,2,1,1,3,1,"2","3"
"17500",1,1,3,4,6,3,2,3,1,3,1,"5","2"
"17502",1,1,2,5,5,3,2,1,1,3,2,"5","3"
"17503",1,1,6,5,6,3,2,3,1,3,2,"5","2"
"17504",1,1,2,5,5,3,1,1,1,3,1,"5","3"
"17507",1,1,2,4,6,3,1,1,1,3,2,"5","3"
"17508",1,1,2,4,6,8,2,1,1,1,1,"5","4"
"17509",1,1,6,5,6,3,1,3,1,3,1,"5","2"
"17510",2,1,2,4,2,3,2,1,1,1,1,"4","5"
"17511",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17513",1,1,3,5,6,3,1,2,1,3,1,"5","3"
"17514",1,2,6,5,6,3,2,3,1,4,2,"1","2"
"17516",1,1,2,4,6,9,1,1,1,3,2,"5","3"
"17520",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17521",1,1,2,5,6,5,1,1,1,1,2,"5","4"
"17522",1,1,2,5,6,3,1,1,1,1,2,"5","4"
"17525",1,1,2,5,5,3,2,1,1,3,2,"5","3"
"17527",1,1,2,5,6,3,1,1,1,3,1,"5","3"
"17528",1,1,2,5,6,3,1,1,1,3,1,"4","3"
"17530",2,1,2,4,6,3,2,1,1,1,2,"3","4"
"17531",1,1,3,4,6,3,1,2,1,3,1,"5","3"
"17533",1,1,2,4,6,3,2,1,1,3,1,"4","3"
"17535",2,1,6,4,6,3,1,3,1,3,1,"3","2"
"17536",2,4,2,5,6,5,1,1,4,3,2,"1","3"
"17537",1,1,2,6,6,3,1,1,1,3,1,"5","3"
"17539",2,1,2,4,6,3,1,1,1,1,1,"5","4"
"17542",1,1,2,5,6,5,2,1,1,3,1,"5","3"
"17545",1,1,2,4,6,5,1,1,1,3,1,"5","3"
"17546",1,1,3,4,6,3,2,2,1,3,2,"5","3"
"17547",1,1,2,5,6,8,2,1,1,3,2,"5","3"
"17548",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17551",1,1,2,4,6,8,2,1,1,3,2,"5","3"
"17552",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17553",1,1,2,5,6,5,2,1,1,3,1,"4","3"
"17554",1,1,2,5,6,3,1,1,1,3,1,"4","3"
"17555",3,1,3,4,6,3,1,2,1,1,2,"2","4"
"17558",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17559",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17561",1,1,2,5,6,3,1,1,1,3,2,"5","3"
"17563",1,1,2,4,6,3,2,1,1,1,2,"5","4"
"17564",1,1,6,4,6,5,1,3,1,1,1,"5","2"
"17565",2,1,2,4,6,3,1,1,1,3,1,"4","3"
"17566",1,1,2,4,6,3,1,1,1,1,2,"5","4"
"17567",1,1,2,4,6,9,1,1,1,1,2,"5","4"
"17569",2,1,2,5,2,3,2,1,1,1,2,"3","5"
"17570",1,1,5,4,5,5,2,3,1,3,2,"5","2"
"17571",2,1,3,5,6,3,1,2,1,3,1,"4","3"
"17572",1,1,2,5,6,3,1,1,1,3,2,"4","3"
"17573",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17574",1,1,2,5,6,3,2,1,1,3,1,"4","3"
"17576",1,1,2,4,6,5,2,1,1,3,2,"5","3"
"17577",1,1,2,5,6,3,1,1,1,3,1,"4","3"
"17578",1,1,2,5,6,9,2,1,1,3,2,"5","3"
"17579",2,1,8,5,6,5,1,3,1,3,1,"4","2"
"17580",1,1,2,4,6,5,1,1,1,3,1,"5","3"
"17582",1,1,2,5,6,3,2,1,1,3,1,"5","3"
"17583",1,1,2,4,6,3,2,1,1,1,1,"5","4"
"17584",1,1,2,4,6,3,1,1,1,3,1,"5","3"
"17586",1,1,3,4,9,5,2,2,1,1,1,"5","4"
"17587",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17588",2,1,2,5,2,3,2,1,1,1,1,"4","5"
"17589",1,1,9,5,6,5,2,3,1,3,2,"5","2"
"17591",2,1,2,5,6,3,1,1,1,3,1,"4","3"
"17595",1,1,6,5,6,3,1,3,1,3,1,"5","2"
"17596",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17597",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17598",2,1,2,4,6,3,1,1,1,3,1,"4","3"
"17599",1,1,2,5,6,3,2,1,1,3,2,"5","3"
"17600",1,1,3,4,6,3,1,2,1,3,2,"5","3"
"17601",1,2,6,5,6,3,2,3,1,3,2,"3","2"
"17603",1,1,3,5,6,3,1,2,1,1,1,"5","4"
"17604",3,1,2,5,6,3,1,1,1,3,2,"1","3"
"17607",1,2,6,5,6,3,2,3,1,3,2,"4","2"
"17608",1,1,3,5,6,3,2,2,1,3,1,"5","3"
"17609",2,1,2,5,6,3,2,1,1,2,2,"2","3"
"17611",1,1,2,4,6,3,1,1,1,1,1,"5","4"
"17612",2,1,2,4,6,3,1,1,1,3,1,"4","3"
"17613",2,1,2,4,6,3,1,1,1,1,1,"5","4"
"17614",2,1,2,4,6,3,1,1,1,3,1,"5","3"
"17615",1,1,2,4,6,3,2,1,1,3,1,"5","3"
"17616",1,1,2,5,6,3,1,1,1,3,1,"4","3"
"17617",2,1,2,4,5,3,1,1,1,3,1,"4","3"
"17618",1,1,3,5,6,3,2,2,1,3,1,"4","3"
"17619",1,1,6,4,5,5,1,3,1,3,2,"4","2"
"17620",1,1,6,5,6,3,2,3,1,3,2,"5","2"
"17621",1,1,2,4,6,3,2,1,1,1,2,"5","4"
"17622",1,2,2,3,6,3,2,1,1,3,1,"5","3"
"17623",1,1,5,5,6,3,1,3,1,3,1,"5","2"
"17624",3,1,2,4,6,3,1,1,1,1,1,"5","4"
"17627",1,1,5,5,6,5,2,1,1,3,2,"5","2"
